id,document,tag,content
232,0825_UPenn,exemption,"Consistent with the recently revised Philadelphia Department of Public Health guidance , the University will be requiring all faculty, staff and postdocs to be fully vaccinated, except for those with medical or religious exemptions, by October 15, 2021 ."
232,0825_UPenn,regulations,"Consistent with the recently revised Philadelphia Department of Public Health guidance , the University will be requiring all faculty, staff and postdocs to be fully vaccinated, except for those with medical or religious exemptions, by October 15, 2021 ."
233,0825_UPenn,penalty of no compliance,"Unless you are granted an exemption, failure to report full vaccination will result in disciplinary action, up to and including termination."
238,0825_UPenn,community,"We are grateful to everyone for enabling us all to provide a robust academic environment, to keep students safely on track for their degrees, to sustain an active research enterprise, to care for patients, and to help support our neighbors and local community."
238,0825_UPenn,experience/educational needs,"We are grateful to everyone for enabling us all to provide a robust academic environment, to keep students safely on track for their degrees, to sustain an active research enterprise, to care for patients, and to help support our neighbors and local community."
237,0825_UPenn,expertise,"As always, we are closely monitoring conditions and consulting with public health experts, and we will continue to adjust our policies as needed based on scientifically informed data."
237,0825_UPenn,evidence,"As always, we are closely monitoring conditions and consulting with public health experts, and we will continue to adjust our policies as needed based on scientifically informed data."
239,0826_UChicago,community,"We look forward to welcoming the University of Chicago community back to campus this academic year with the added protection of widespread vaccination against COVID-19, and a host of other safety precautions. Last year we came together and succeeded in greatly limiting the spread of the virus on campus. With everyone’s continued vigilance and compliance with the public health precautions described in this message, we are able to safely resume on-campus activities."
239,0826_UChicago,safety,"We look forward to welcoming the University of Chicago community back to campus this academic year with the added protection of widespread vaccination against COVID-19, and a host of other safety precautions. Last year we came together and succeeded in greatly limiting the spread of the virus on campus. With everyone’s continued vigilance and compliance with the public health precautions described in this message, we are able to safely resume on-campus activities."
239,0826_UChicago,efforts of community members,"We look forward to welcoming the University of Chicago community back to campus this academic year with the added protection of widespread vaccination against COVID-19, and a host of other safety precautions. Last year we came together and succeeded in greatly limiting the spread of the virus on campus. With everyone’s continued vigilance and compliance with the public health precautions described in this message, we are able to safely resume on-campus activities."
240,0826_UChicago,expertise,We continue to benefit from the guidance of medical experts at the University of Chicago Medicine as well as local and federal public health agencies.
241,0826_UChicago,requirement-level,The University has enacted COVID-19 vaccination expectations for all students and employees except those with authorized exemptions.
241,0826_UChicago,requirement-who,The University has enacted COVID-19 vaccination expectations for all students and employees except those with authorized exemptions.
241,0826_UChicago,exemption,The University has enacted COVID-19 vaccination expectations for all students and employees except those with authorized exemptions.
242,0826_UChicago,benefit of vaccination,"Vaccination greatly reduces the chances of contracting COVID-19 or developing serious illness, and it is a crucial part of our plans for a full resumption of in-person activities."
242,0826_UChicago,experience/educational needs,"Vaccination greatly reduces the chances of contracting COVID-19 or developing serious illness, and it is a crucial part of our plans for a full resumption of in-person activities."
243,0826_UChicago,efforts of community members,"To date, 83% of employees and 84% of students have uploaded proof of vaccination. In addition, two percent of students have received an authorized exemption and will be subject to mandatory weekly testing."
244,0829_Duke,requirement-level,We are writing to advise you that Duke University will revise its COVID-19 vaccination policy to require all faculty and staff to have a COVID-19 vaccination as a condition of employment.
244,0829_Duke,requirement-who,We are writing to advise you that Duke University will revise its COVID-19 vaccination policy to require all faculty and staff to have a COVID-19 vaccination as a condition of employment.
245,0829_Duke,efforts of community members,"As of today, more than 91% of the 22,136 university employees are vaccinated."
247,0829_Duke,exemption,"University faculty and staff may still apply for a medical or religious exemption, but anyone approved for an exemption will be subject to daily symptom monitoring, weekly surveillance testing, continued masking and other protocols applicable to those who have not been vaccinated."
248,0829_Duke,penalty of no compliance,"Those who are not in compliance by Oct. 1, 2021, will be subject to the following: • Individuals will be issued a Final Written Warning and placed on administrative leave. Accrued vacation or discretionary holiday time may be used if available; otherwise, the leave will be unpaid. • They will have seven days to receive either the one-dose J&J vaccine, or the first dose of Moderna or Pfizer vaccine, which has now been granted full approval by the U.S. Food and Drug Administration. • If an individual does not receive either the J&J or the first dose of Pfizer or Moderna within seven days after the Oct. 1 deadline, they will be terminated at the end of that seven-day period. • Those completing the first dose of the Pfizer or Moderna vaccine will have up to six weeks to provide documentation that they received the required second dose. If the second dose is not administered within the six-week period, the individual will be terminated. Those terminated for non-compliance would not be recommended for rehire with Duke in the future."
249,0829_Duke,community,"Vaccination is the best way to protect yourself and your loved ones from serious illness related to COVID-19, and it is only way we will bring an end to this pandemic. We are grateful to the thousands in our community who have already taken this step, and we want to take make every effort to support those who have not yet gotten vaccinated."
249,0829_Duke,responsibility of community members,"Vaccination is the best way to protect yourself and your loved ones from serious illness related to COVID-19, and it is only way we will bring an end to this pandemic. We are grateful to the thousands in our community who have already taken this step, and we want to take make every effort to support those who have not yet gotten vaccinated."
251,0913_NorthCarolina,requirement-level,"While the COVID19 vaccine is not a requirement for students or employees at this time, we strongly recommend everyone receive it. All students, faculty and staff may now receive the vaccination at the Campus Health Student Stores Pharmacy."
251,0913_NorthCarolina,requirement-who,"While the COVID19 vaccine is not a requirement for students or employees at this time, we strongly recommend everyone receive it. All students, faculty and staff may now receive the vaccination at the Campus Health Student Stores Pharmacy."
252,0913_NorthCarolina,requirement-level,We continue to urge everyone to get vaccinated as soon as possible and report it using the COVID19 Vaccination Certification .
252,0913_NorthCarolina,requirement-who,We continue to urge everyone to get vaccinated as soon as possible and report it using the COVID19 Vaccination Certification .
253,0913_NorthCarolina,requirement-level,"Who: UNC-Chapel Hill undergraduate students, graduate students, post-doctoral fellows, faculty and staff can be vaccinated at the Carolina Vaccination Clinic. We strongly encourage making an appointment for the vaccine."
253,0913_NorthCarolina,requirement-who,"Who: UNC-Chapel Hill undergraduate students, graduate students, post-doctoral fellows, faculty and staff can be vaccinated at the Carolina Vaccination Clinic. We strongly encourage making an appointment for the vaccine."
